userId,source
786d1f30-e738-4718-b6a8-310d5f995138,bing
d5f23d9d-b9ed-4509-8a05-57d9464bbc7d,bing
8eabac85-b2c9-498f-b210-147e207d7ef8,bing
dd7832e1-aabd-4c7c-a6ef-cd25936ae45f,google
29b0e307-9184-48b5-8ef9-351bc05350f8,other
bede72fa-e3c2-4424-9681-86898431e982,bing
b0f3e5aa-3a0a-4693-b768-c27a08eb5649,other
860b5bdd-4a3c-4a87-a79f-978258d9ea3c,bing
0d9e5bb7-0ad6-4b62-a118-b1e4f5b31dfa,bing
d3af1cc5-705d-40f7-9367-a73ddd11ebb1,bing
23d0af4a-ae69-4d50-b471-1d946368a7fb,bing
689d45cc-5bed-41ce-bf20-5801b9de6d8d,google
db9e4705-ca1b-44f2-b94e-821fb1387c5c,bing
4e06f0ff-7323-4047-bfb8-91f779a833b0,bing
3ce3b06f-3647-48d2-9c4e-d72362a389d4,google
50f49045-9a66-45c5-a59f-b9d64c2e7a0b,bing
41d23413-b738-4575-a05a-cd8f27593f21,google
9939a5f7-0d7b-4191-a596-69c7bb9c9b38,bing
089a372b-489d-4d48-8c93-14c193bab7ac,google
3d46b6fa-6134-4a57-aae8-43fefcc787e1,bing
d1846c37-e137-407c-bb21-61ed2714f74a,bing
ac28946f-2d55-4323-abf5-5dc2264ce660,bing
c8c74e06-c4f3-4e9d-9a18-aae07ab88e48,other
e0d7dfbc-4104-493f-85b2-d5a38e84298f,bing
a5a2b580-aa38-4cc3-b9a7-16dd0ff522d9,google
8d148a2b-c8c1-4f78-b716-012c426b1231,other
78e8c1af-ca3b-41e9-914c-66f74590b9b6,other
1454fc9f-56c7-4152-9cb1-3488bead2e12,bing
28f504f7-4d53-4e66-81b6-5fc099faf501,bing
1a8df096-6e3e-4f82-a031-bac9f3915b35,other
960cde56-d6ac-486e-841e-cd58ada280fd,google
89f486b2-77f9-4cdc-95fe-305efb3c1291,other
c7a4fdd2-1320-4145-ac91-5cd384eddcaf,bing
c23ebf62-ebef-441e-8eaa-3bff1028f497,bing
9982382b-f642-4cd2-ac64-b8078ae803be,bing
a87fbb70-2c82-40c8-9e8d-2c4f58fb8bc0,bing
db1dcc8d-ed33-47a3-80cc-2c390238c795,google
cfa52a1d-f9e7-4a1c-807e-799e525e6250,bing
c7a1e3df-8fa7-4244-be25-23ad862feeee,bing
f8576d27-c94e-4a2d-b293-074027bbe672,bing
a20759b6-5dd6-4067-9747-11447c95282f,google
4c19b41e-0698-48fa-b4b1-c76e3b3e7e50,bing
2aefc667-34b3-43f1-bd19-da65c4435bf1,bing
269e393c-e874-4576-8c7f-0aa5abadb60b,bing
571c7fb3-f304-4647-a337-8c16baeccf9b,google
9b3fa529-7ee8-489b-b11f-d4c503d15175,google
99a062c6-9019-4f0c-8f29-da05fbd58292,bing
ee2f937d-91ed-44a8-86a2-58b753f18711,google
a94328c7-843b-495a-93e6-9f5ab8ad0f98,bing
db5f9602-0d2d-4cba-b384-a70857fe5983,bing
f4bd9e54-18fd-4c77-968c-ff8fa2b4e0b4,other
38b7e691-fbcf-4704-8e10-bfa8e1fcf6f6,other
97bc5b6d-a137-47cc-827d-7566ce729bd8,bing
10356fc0-e0a9-4305-a6ea-1aeb221eb958,bing
4879b9f9-c47a-4bd2-8537-cba708621405,other
ed6bf6f7-a686-45a1-8627-eb2b6e29cfd3,other
164f8b3c-4ed2-4d61-a1db-6d6d1de677a9,other
691518e6-4781-4afd-80e2-e8180af6c93b,bing
02d68ba9-300f-44cd-aefb-b9905cc550a0,bing
8e4afb3c-33c0-42f2-92ae-c33f2cf46724,google
c9355897-a526-47af-87a9-387b80a81cc4,bing
030fbe1b-7e5b-49a4-af82-570189847f10,google
1b97a797-dc6b-4921-92ca-24c1e6c1ee9b,other
cfb039f1-0733-46b0-bbf8-43548cdd55c1,bing
9291bd64-6445-46ec-b217-7237162cda70,bing
41210003-b665-48c4-b36d-3e133955d7ff,bing
bfcde766-4604-4817-b0db-a7a13bc22ef3,bing
0d85d9de-7d8c-4fe0-8729-b558d1bd1669,bing
fb26d4ca-a3c7-4288-9c2a-b2526d64b8f3,bing
6661abbc-b5b5-41b6-97d5-4faa2baad425,bing
fa27247e-b0fc-47a1-80a7-d62cd1506807,other
17171949-e046-4620-be96-dcfca0fd7a5c,bing
342fb1fc-217c-468a-9c2d-c04371c0cb74,google
2e86266c-669e-47d3-bf94-466b2107d28a,bing
8a981aa3-6fe7-456d-a175-dd4275874095,bing
e771b405-6e51-44d2-be1a-e133ce12f038,bing
86b0e28e-3ae7-4f8d-81f4-e8daca50bafb,bing
bfe95d6c-79e3-4532-a8b7-e2270d7c8a65,google
8112fc93-1a41-4348-9fb5-ef2e2abebf03,bing
95aabf86-ac27-413c-b3a9-f048b72729d7,other
b20f0962-cd10-44da-b6e5-7d1ebb1a33a2,google
07a912b1-4b16-4b0e-aace-c9086ad45223,bing
9d5bd514-775c-42d5-b409-9da2e1a19def,bing
a0e6a340-c251-4e59-815c-94a4a6bd32af,bing
6e289399-09f0-4d2f-a37d-f7b0cbfaac41,bing
06710749-6e7e-43b6-91af-d00f9bba32a0,google
43601be8-3591-48dd-99f5-9b41f62f4b9d,other
5f2607e8-5f7e-476e-9ef4-f17a26afe6c8,other
ded3a57e-23bf-487f-8dbd-d5197c450aa9,google
06ab04c0-c585-4f5c-9988-cd3d0e8ca7c3,bing
5f90d7d1-e029-4b99-b683-2d5d4d048f6b,bing
9dd3cd7f-60d4-4a35-a09e-db1a896d8334,bing
ecb875a6-f723-4615-b0ae-446c03080a45,google
9cf5f198-5f0d-490f-ace1-a9a93b41bfc2,bing
a026dde0-2293-4aa1-85f1-0f42c852f150,other
b4f6effd-7d93-401b-b930-1f9bb063c0bc,bing
9f15cbd9-b8f9-4715-bd71-e2d4afab00ae,other
cfc8290e-cbf1-4a2f-a5b5-ba37c52da762,bing
d2ca814f-9cd7-4c7e-9182-06a2ca1074d6,google
fb2a7ee0-eb9d-4aa9-9b0d-75082015b271,google
cebd0528-d914-46ef-9d91-fdeb4859702d,other
cbbf0d1b-6f03-4f40-bde0-40ca861f039e,other
398876dd-2309-4957-be47-8ddd573af893,other
db478a88-3842-4ac2-bd44-a89bfb686b84,other
3821a04d-edd1-4827-957d-03697f29e30c,other
4e9b0d5e-ff67-4939-ad06-d4d49f570412,other
08bcd098-987e-4ceb-821a-78c146245d4b,google
4ce213ed-0ec3-4db4-bba6-71f083c9a787,google
c83d8f7c-3b43-495c-94db-3aac32dbed98,other
8fde8f3d-b39b-4d5e-9180-b193f295cb03,bing
e5199366-ab59-44c1-9d52-e20cf23cbc5e,other
